,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Company,Model
4695,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,,7.5,Ford,Ecosport 1.5 Ti VCT MT Titanium
4696,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.71 Lakh,7.39,Maruti,Baleno Zeta
4697,Pune,2013,77000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.65,Maruti,Ritz VDi
4698,Chennai,2007,70000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,11.0,Mercedes-Benz,E-Class 280 CDI
4699,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.0,Maruti,Ritz VDi
4700,Chennai,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,,2.25,Chevrolet,Beat Diesel LT
4701,Kochi,2010,69918,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,2.83,Maruti,SX4 Vxi BSIV
4702,Coimbatore,2019,4721,Petrol,Manual,First,14.0,796.0,35.0,5.0,,4.11,Maruti,Omni 5 Seater BSIV
4703,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477.0,178.0,7.0,,14.7,Mitsubishi,Pajero Sport Anniversary Edition
4704,Bangalore,2015,66000,Diesel,Manual,First,25.44,936.0,56.3,5.0,,2.35,Chevrolet,Beat Diesel LS
4705,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,,6.41,Ford,Figo 2015-2019 1.5D Titanium MT
4706,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12.68 Lakh,5.75,Honda,City i-VTEC VX
4707,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,,10.25,Hyundai,Creta 1.4 CRDi S Plus
4708,Kochi,2012,79985,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,3.16,Ford,Fiesta Classic 1.4 Duratorq CLXI
4709,Kochi,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,3.55,Hyundai,i10 Magna 1.1
4710,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,,9.86,BMW,3 Series 320i Sedan
4711,Kochi,2017,41534,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,7.99,Hyundai,Verna 1.6 SX VTVT
4712,Jaipur,2017,54455,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,,6.5,Volkswagen,Ameo 1.5 TDI Comfortline AT
4713,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,,0.75,Chevrolet,Aveo 1.4 LS
4714,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,,9.87,Chevrolet,Cruze LTZ
4715,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,,6.36,Hyundai,i20 1.4 Sportz
4716,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,15.02 Lakh,9.5,Honda,BRV i-VTEC V CVT
4717,Kochi,2017,15029,Petrol,Manual,First,19.1,1197.0,82.0,5.0,,6.05,Hyundai,Xcent 1.2 Kappa SX
4718,Mumbai,2013,26200,CNG,Manual,First,30.46,796.0,47.3,5.0,,2.15,Maruti,Alto 800 CNG LXI
4719,Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,5.5,Hyundai,Grand i10 CRDi Sportz
4720,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.25,Maruti,Alto LXi
4721,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,11.99,Toyota,Innova 2.5 VX (Diesel) 7 Seater
4722,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,,2.5,Hyundai,i10 Sportz 1.2 AT
4723,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,13.4 Lakh,11.66,Honda,City i-VTEC CVT V
4724,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,,0.53,Maruti,Zen LX
4725,Kolkata,2015,36428,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.1,Maruti,Wagon R LXI BS IV
4726,Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,2.6,Ford,Figo Diesel Titanium
4727,Kochi,2015,47234,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.09,Honda,Amaze S i-Vtech
4728,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,2.3,Hyundai,Accent GLE
4729,Pune,2012,89000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,6.0,Hyundai,Verna 1.6 SX CRDi (O)
4730,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,4.4,Maruti,Swift ZDi
4731,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,,11.0,Mercedes-Benz,B Class B180
4732,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998.0,163.7,5.0,,5.7,Chevrolet,Cruze LTZ
4733,Chennai,2013,120000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,6.95,Skoda,Laura Ambiente 2.0 TDI CR AT
4734,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,7.9,Mahindra,Scorpio VLX 2WD BSIV
4735,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,,10.24,Mercedes-Benz,E-Class 2009-2013 E350 Petrol
4736,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,,5.35,Skoda,Superb Elegance 1.8 TSI AT
4737,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198.0,86.8,5.0,,3.49,Honda,Brio VX AT
4738,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.85,Hyundai,i10 Magna 1.2
4739,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,5.35,Honda,City i VTEC SV
4740,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,3.62,Ford,Figo Petrol ZXI
4741,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,6.25,Toyota,Innova 2.5 G4 Diesel 7-seater
4742,Kochi,2012,118683,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,,3.19,Mahindra,Verito 1.5 D6 BSIV
4743,Delhi,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,7.96 Lakh,5.5,Mahindra,KUV 100 G80 K8 Dual Tone
4744,Kochi,2019,12800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.67,Hyundai,i20 Sportz Option 1.2
4745,Jaipur,2011,80000,Petrol,Manual,First,12.0,2092.0,127.0,7.0,,5.5,Tata,New Safari EX 4x2
4746,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,6.6,Maruti,Swift Dzire VDi
4747,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,4.5,Maruti,Baleno Delta 1.2
4748,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,,6.5,Chevrolet,Cruze LTZ AT
4749,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,1.45,Hyundai,Santro Xing GLS
4750,Delhi,2014,62549,CNG,Manual,First,26.6,998.0,58.16,5.0,,2.95,Maruti,Wagon R LXI CNG
4751,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.9,Maruti,Ciaz VDi Plus SHVS
4752,Kochi,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.88 Lakh,10.07,Honda,City i-VTEC V
4753,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,,6.5,Nissan,Terrano XL Plus ICC WT20 SE
4754,Hyderabad,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,9.75,Honda,City i DTEC V
4755,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,,6.0,Nissan,Terrano XL Plus 85 PS
4756,Delhi,2014,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,3.99,Hyundai,Grand i10 CRDi Sportz
4758,Chennai,2017,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,6.8,Maruti,Baleno Zeta 1.2
4760,Pune,2013,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,2.95,Hyundai,i10 Sportz 1.1L
4761,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,7.9,Honda,City i VTEC V
4762,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,,2.3,Maruti,Alto K10 2010-2014 VXI
4763,Delhi,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,5.92 Lakh,2.75,Honda,Brio 1.2 S Option MT
4764,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,6.71,Mahindra,Scorpio VLX 2WD AIRBAG BSIV
4765,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,,9.6,Renault,Duster 110PS Diesel RxL AMT
4766,Kochi,2017,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,12.81,Hyundai,Creta 1.6 CRDi SX
4767,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.59 Lakh,6.94,Tata,Tiago 1.2 Revotron XZ
4768,Mumbai,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,9.45,Mahindra,XUV500 W6 2WD
4769,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,6.0,Volkswagen,Vento 1.5 TDI Highline
4770,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,,11.0,Mercedes-Benz,B Class B180
4771,Delhi,2011,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,2.6,Maruti,SX4 Vxi BSIV
4772,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,,1.95,Hyundai,Getz GLE
4773,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,4.9,Hyundai,i20 Asta Option 1.2
4774,Kochi,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,15.06 Lakh,6.25,Nissan,Terrano XL D Option
4775,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,6.1,Volkswagen,Vento Konekt Diesel Highline
4776,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.6,Hyundai,i10 Sportz
4777,Pune,2010,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,3.3,Maruti,Swift Dzire VXi
4778,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,,3.05,Tata,Indica Vista Quadrajet VX
4779,Kolkata,2012,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,,3.25,Hyundai,i20 Asta 1.4 CRDi
4780,Delhi,2014,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,,3.75,Hyundai,Xcent 1.2 Kappa S Option
4781,Mumbai,2015,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,13.25,Toyota,Innova 2.5 VX (Diesel) 7 Seater
4782,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.42 Lakh,4.8,Tata,Tiago 1.2 Revotron XZ
4783,Kochi,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.04 Lakh,3.8,Renault,KWID RXL
4784,Pune,2011,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,8.5,Toyota,Innova 2.5 V Diesel 7-seater
4785,Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,,3.2,Honda,City 1.5 S AT
4786,Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.5,Hyundai,i10 Sportz 1.2
4787,Pune,2015,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,12.25,Hyundai,Creta 1.6 CRDi SX Option
4788,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,8.99 Lakh,4.75,Honda,Amaze VX Petrol
4789,Delhi,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,,4.5,Volkswagen,Polo 1.2 MPI Trendline
4790,Kolkata,2012,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.35,Hyundai,i10 Magna 1.2
4791,Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,,3.4,Renault,Pulse RxL
4792,Pune,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.68 Lakh,10.0,Volkswagen,Vento 1.5 TDI Highline AT
4793,Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,,9.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV
4794,Delhi,2013,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,,5.2,Toyota,Corolla Altis G
4795,Chennai,2006,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,,1.85,Hyundai,Verna CRDi
4796,Kochi,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,,5.11,Renault,Duster 85PS Diesel RxL Optional
4797,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,12.44 Lakh,9.66,Skoda,Rapid 1.6 MPI Ambition
4798,Kolkata,2015,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.4,Hyundai,i10 Sportz 1.2
4799,Kochi,2017,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,,5.84,Mahindra,KUV 100 mFALCON G80 K8
4800,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.77 Lakh,3.8,Maruti,Celerio VXI AMT
4801,Mumbai,2012,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,,2.5,Maruti,A-Star AT VXI
4802,Kolkata,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,,6.95,Honda,City i DTEC VX
4803,Pune,2010,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,,5.5,Skoda,Superb 1.8 TSI
4804,Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,6.19,Hyundai,Grand i10 Sportz
4805,Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,,6.0,Renault,Duster 85PS Diesel RxL
4806,Pune,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.75,Hyundai,Grand i10 Magna
4807,Kochi,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,9.46,Ford,EcoSport 1.5 TDCi Titanium
4808,Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,,3.0,Nissan,Sunny 2011-2014 XL
4809,Chennai,2016,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,,5.75,Ford,Figo Aspire 1.5 TDCi Titanium
4810,Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,4.41,Honda,Civic 2006-2010 1.8 V MT
4811,Kochi,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78 Lakh,3.7,Renault,KWID RXT Optional
4812,Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,,2.5,Honda,Brio EX MT
4813,Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,,5.35,Maruti,Swift ZXI ABS
4814,Delhi,2013,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,3.65,Hyundai,i20 Magna Optional 1.4 CRDi
4815,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,,13.0,Skoda,Superb Elegance 2.0 TDI CR AT
4816,Delhi,2012,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.45,Maruti,Wagon R LXI BSII
4817,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,,5.75,Volkswagen,Vento 1.5 TDI Highline AT
4818,Coimbatore,2017,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,8.11,Honda,City i DTEC S
4819,Ahmedabad,2018,30000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,7.75,Hyundai,i20 1.4 Sportz
4820,Coimbatore,2017,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,9.51 Lakh,5.85,Nissan,Micra XV CVT
4821,Mumbai,2018,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78 Lakh,4.29,Renault,KWID RXT Optional
4822,Hyderabad,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,13.33 Lakh,8.0,Honda,City i-DTEC SV
4823,Jaipur,2015,98000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,5.5,Maruti,Baleno Alpha 1.3
4824,Delhi,2015,57000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,6.35,Ford,EcoSport 1.5 TDCi Trend
4825,Jaipur,2013,250000,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,,7.9,Toyota,Innova 2.5 G (Diesel) 8 Seater
4826,Hyderabad,2014,56549,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.2,Ford,Ecosport 1.5 DV5 MT Ambiente
4827,Bangalore,2012,78500,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,3.65,Volkswagen,Polo Diesel Comfortline 1.2L
4828,Kochi,2016,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.35,Hyundai,i20 Sportz 1.4 CRDi
4829,Pune,2016,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,7.8,Renault,Duster 85PS Diesel RxL Explore
4830,Chennai,2007,90000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,,1.4,Ford,Ikon 1.3 Flair
4831,Chennai,2007,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,,5.5,Ford,Endeavour XLT TDCi 4X2
4832,Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,8.5,Maruti,Baleno Delta 1.3
4833,Kochi,2011,42408,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,10.48,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
4834,Ahmedabad,2005,81000,Petrol,Manual,Second,15.9,1298.0,85.0,5.0,,0.75,Maruti,Esteem Vxi - BSIII
4835,Pune,2008,52000,Petrol,Manual,Second,12.85,1396.0,99.6,5.0,,1.3,Tata,Indigo XL Grand Petrol
4836,Delhi,2013,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3,Hyundai,Santro Xing GL Plus
4837,Mumbai,2015,27000,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,,14.95,Skoda,Octavia 2.0 TDI AT Style Plus
4838,Pune,2016,115000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,,4.5,Ford,Figo 1.5D Trend MT
4839,Hyderabad,2016,132000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,,5.5,Mahindra,Xylo D4 BS III
4840,Mumbai,2015,40337,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.45,Maruti,Celerio ZXI AT
4841,Chennai,2008,192000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,6.85,Toyota,Innova 2.5 G4 Diesel 8-seater
4842,Bangalore,2016,50000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,5.5,Hyundai,Grand i10 CRDi Asta
4843,Kochi,2016,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.62 Lakh,5.07,Hyundai,Grand i10 1.2 Kappa Sportz
4844,Mumbai,2015,20000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.85,Hyundai,Grand i10 Sportz
4845,Chennai,2016,11000,Petrol,Manual,First,18.6,1197.0,81.86,5.0,,7.95,Hyundai,Elite i20 Petrol Asta
4846,Jaipur,2009,63000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,,1.25,Maruti,Zen Estilo LXI BSIII
4847,Kochi,2014,36967,Petrol,Manual,First,20.92,998.0,67.1,5.0,,3.64,Maruti,Alto K10 2010-2014 VXI
4848,Coimbatore,2019,16392,Diesel,Manual,First,16.55,2498.0,105.0,6.0,,10.36,Mahindra,Thar CRDe AC
4850,Jaipur,2013,67000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,,4.05,Toyota,Etios G
4851,Bangalore,2014,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,15.01 Lakh,8.25,Renault,Duster 110PS Diesel RxZ
4852,Pune,2014,84000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,5.25,Maruti,Swift VDI
4853,Mumbai,2013,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,,4.4,Volkswagen,Vento Magnific 1.6 Comfortline
4854,Kolkata,2011,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,2.1,Maruti,Wagon R VXI BS IV
4855,Kochi,2017,32587,Petrol,Manual,First,25.17,799.0,53.3,5.0,,3.71,Renault,KWID RXT
4856,Pune,2009,180000,Diesel,Manual,First,10.9,2499.0,143.0,7.0,,7.5,Ford,Endeavour 4x2 XLT Limited Edition
4857,Kochi,2017,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.75 Lakh,9.44,Maruti,Vitara Brezza ZDi Plus Dual Tone
4859,Mumbai,2017,23700,CNG,Manual,First,17.5,1373.0,80.46,7.0,,8.25,Maruti,Ertiga VXI CNG
4860,Delhi,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,,9.75,Audi,A4 2.0 TDI Celebration Edition
4861,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.45,Hyundai,Grand i10 Asta
4862,Jaipur,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,33.21 Lakh,11.85,Mitsubishi,Pajero Sport 4X4
4863,Pune,2015,55000,CNG,Manual,First,26.6,998.0,58.16,5.0,,3.7,Maruti,Wagon R LXI CNG
4864,Ahmedabad,2017,20000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,,4.0,Maruti,Alto K10 VXI AGS
4865,Delhi,2015,42000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,,5.8,Hyundai,i20 Sportz 1.2
4866,Kolkata,2014,28000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.65,Maruti,Swift Dzire VDI
4867,Mumbai,2015,23000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,,6.8,Ford,EcoSport 1.5 Ti VCT AT Titanium
4868,Bangalore,2016,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,,10.25,Honda,City i DTEC VX Option
4869,Chennai,2014,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.7,Maruti,Alto K10 2010-2014 VXI
4870,Hyderabad,2015,59245,Diesel,Manual,First,20.77,1248.0,88.8,7.0,,8.5,Maruti,Ertiga ZDI
4871,Pune,2018,31000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,7.75,Hyundai,i20 Diesel Asta Option
4872,Pune,2015,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,,2.7,Tata,Indigo CS eGLX BS IV
4873,Hyderabad,2004,81500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.3,Maruti,Alto Std
4874,Hyderabad,2018,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14.72 Lakh,13.2,Hyundai,Creta 1.6 SX
4875,Pune,2004,94000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.0,Maruti,Wagon R LX
4876,Kochi,2017,27100,Petrol,Manual,First,16.78,1496.0,88.73,5.0,,6.37,Toyota,Etios V
4877,Kolkata,2015,12000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,,4.5,Toyota,Etios V
4878,Mumbai,2013,29000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,6.5,Renault,Duster 110PS Diesel RXZ Optional with Nav
4879,Mumbai,2013,65000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,,4.99,Maruti,Swift Dzire Vdi BSIV
4880,Mumbai,2014,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.5,Ford,Ecosport 1.5 DV5 MT Titanium Optional
4881,Mumbai,2012,72000,CNG,Manual,First,26.2,998.0,58.2,5.0,,2.25,Maruti,Wagon R LXI CNG
4882,Hyderabad,2017,15234,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,,9.95,Maruti,Ciaz 1.4 AT Alpha
4883,Mumbai,2015,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.35,Ford,Ecosport 1.5 DV5 MT Titanium
4884,Hyderabad,2016,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.09 Lakh,4.6,Tata,Zest Quadrajet 1.3 75PS XE
4885,Chennai,2011,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,,8.5,Ford,Endeavour 3.0L 4X4 AT
4886,Coimbatore,2017,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,15.05 Lakh,11.86,Renault,Duster 110PS Diesel RxZ AMT
4887,Pune,2011,98000,Diesel,Manual,First,14.42,1995.0,147.6,5.0,,8.0,Nissan,X-Trail SLX MT
4888,Pune,2007,81000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,,1.3,Chevrolet,Aveo U-VA 1.2 LS
4889,Chennai,2012,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,,5.9,Skoda,Rapid 1.6 TDI Ambition
4890,Bangalore,2013,52910,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,,9.5,Mahindra,XUV500 W8 4WD
4891,Chennai,2010,100000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,4.5,Maruti,Swift Dzire ZDi
4892,Hyderabad,2003,132000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,,2.25,Skoda,Octavia Elegance 1.9 TDI
4893,Mumbai,2014,18000,Petrol,Manual,First,13.7,1399.0,98.82,7.0,,3.35,Chevrolet,Enjoy Petrol LS 7 Seater
4894,Kolkata,2005,50000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,0.7,Hyundai,Accent GLE
4895,Pune,2014,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,,8.0,Renault,Duster 85PS Diesel RxE
4896,Kochi,2012,58646,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,4.74,Hyundai,Verna 1.6 SX
4897,Kochi,2015,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,,5.54,Volkswagen,Vento Petrol Highline
4898,Kochi,2017,26741,Diesel,Manual,First,15.4,1997.0,120.0,7.0,,10.08,Mahindra,Scorpio 1.99 S4 Plus
4900,Pune,2000,78000,Petrol,Manual,First,16.1,796.0,37.0,4.0,,0.55,Maruti,800 DX BSII
4901,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,10.52 Lakh,7.29,Mahindra,NuvoSport N6
4902,Chennai,2011,55595,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,4.3,Volkswagen,Vento Diesel Highline
4903,Chennai,2015,49900,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,4.8,Maruti,Swift Dzire VXI Optional
